word_id,words,pron,letter_order,letter,type,meaning
424,弟さん,おとうとさん,1,お,人,（別人的）弟弟
425,妹さん,いもうとさん,1,い,人,（別人的）妹妹
426,先生,せんせい,2,せ,職業,老師
427,学生,がくせい,2,が,職業,學生
428,会社員,かいしゃいん,2,か,職業,公司職員
429,社員,しゃいん,2,し,職業,公司職員（某公司專屬，如「トヨタの社員」）
430,銀行員,ぎんこういん,2,ぎ,職業,銀行職員
431,医者,いしゃ,2,い,職業,醫生
432,看護師,かんごし,2,か,職業,護士
433,店員,てんいん,2,て,職業,店員、售貨員
434,公務員,こうむいん,2,こ,職業,公務員
435,警察官,けいさつかん,2,け,職業,警察
436,消防士,しょうぼうし,2,し,職業,消防員
437,運転手,うんてんしゅ,2,う,職業,司機
438,教師,きょうし,2,き,職業,教師（通常用於自稱）
439,大学生,だいがくせい,2,だ,職業,大學生
440,小学生,しょうがくせい,2,し,職業,小學生
441,中学生,ちゅうがくせい,2,ち,職業,國中生
442,高校生,こうこうせい,2,こ,職業,高中生
443,研究者,けんきゅうしゃ,2,け,職業,研究員
444,エンジニア,えんじにあ,2,え,職業,工程師
445,弁護士,べんごし,2,べ,職業,律師
446,美容師,びようし,2,び,職業,美容師
447,作家,さっか,2,さ,職業,作家
448,料理人,りょうりにん,2,り,職業,廚師
449,農家,のうか,2,の,職業,農夫
450,漁師,りょうし,2,り,職業,漁夫
451,アルバイト,あるばいと,2,あ,職業,兼職、打工
452,家,いえ / うち,3,い,家庭,家（建築物）/ 家（家庭）
453,家族,かぞく,3,か,家庭,家人、家庭
454,両親,りょうしん,3,り,家庭,雙親
455,親,おや,3,お,家庭,父母
456,夫婦,ふうふ,3,ふ,家庭,夫妻
457,兄弟,きょうだい,3,き,家庭,兄弟姐妹
458,姉妹,しまい,3,し,家庭,姊妹
459,親戚,しんせき,3,し,家庭,親戚
460,祖父母,そふぼ,3,そ,家庭,祖父母
461,父,ちち,4,ち, 親屬,（我的）父親
462,母,はは,4,は, 親屬,（我的）母親
463,兄,あに,4,あ, 親屬,（我的）哥哥
464,姉,あね,4,あ, 親屬,（我的）姐姐
465,弟,おとうと,4,お, 親屬,（我的）弟弟
466,妹,いもうと,4,い, 親屬,（我的）妹妹
467,夫,おっと,4,お, 親屬,（我的）丈夫
468,妻,つま,4,つ, 親屬,（我的）妻子
469,子供,こども,4,こ, 親屬,小孩、子女
470,息子,むすこ,4,む, 親屬,兒子
471,娘,むすめ,4,む, 親屬,女兒
472,祖父,そふ,4,そ, 親屬,（我的）祖父（爺爺、外公）
473,祖母,そぼ,4,そ, 親屬,（我的）祖母（奶奶、外婆）
474,伯父 / 叔父,おじ,4,お, 親屬,（我的）伯父、叔父
475,伯母 / 叔母,おば,4,お, 親屬,（我的）伯母、嬸嬸、姑姑、阿姨
476,お父さん,おとうさん,5,お,別人家人,（您的）父親 / 叫別人爸爸
477,お母さん,おかあさん,5,お,別人家人,（您的）母親 / 叫別人媽媽
478,お兄さん,おにいさん,5,お,別人家人,（您的）哥哥 / 叫別人哥哥
479,お姉さん,おねえさん,5,お,別人家人,（您的）姐姐 / 叫別人姐姐
480,弟さん,おとうとさん,5,お,別人家人,（您的）弟弟
481,妹さん,いもうとさん,5,い,別人家人,（您的）妹妹
482,ご主人,ごしゅじん,5,ご,別人家人,（您的）丈夫
483,奥さん,おくさん,5,お,別人家人,（您的）妻子
484,お子さん,おこさん,5,お,別人家人,（您的）小孩
485,息子さん,むすこさん,5,む,別人家人,（您的）兒子
486,娘さん,むすめさん,5,む,別人家人,（您的）女兒
487,お祖父さん,おじいさん,5,お,別人家人,（您的）祖父（爺爺、外公） / 叫老人家
488,お祖母さん,おばあさん,5,お,別人家人,（您的）祖母（奶奶、外婆） / 叫老人家
489,おじさん,おじさん,5,お,別人家人,（您的）伯父、叔父 / 叫大叔
490,おばさん,おばさん,5,お,別人家人,（您的）伯母、嬸嬸、姑姑 / 叫大嬸
491,動物,どうぶつ,6,ど,動物,動物
492,犬,いぬ,6,い,動物,狗
493,猫,ねこ,6,ね,動物,貓
494,牛,うし,6,う,動物,牛
495,馬,うま,6,う,動物,馬
496,羊,ひつじ,6,ひ,動物,羊
497,豚,ぶた,6,ぶ,動物,豬
498,兎,うさぎ,6,う,動物,兔子
499,狐,きつね,6,き,動物,狐狸
500,熊,くま,6,く,動物,熊
501,象,ぞう,6,ぞ,動物,大象
502,虎,とら,6,と,動物,老虎
503,鹿,しか,6,し,動物,鹿
504,狼,おおかみ,6,お,動物,狼
505,鳥,とり,7,と,鳥類,鳥
506,鶏,にわとり,7,に,鳥類,雞
507,鴨,あひる,7,あ,鳥類,鴨子
508,鳩,はと,7,は,鳥類,鴿子
509,烏,からす,7,か,鳥類,烏鴉
510,鷹,たか,7,た,鳥類,鷹
511,ふくろう,ふくろう,7,ふ,鳥類,貓頭鷹
512,蛇,へび,8,へ,兩棲類,蛇
513,亀,かめ,8,か,兩棲類,烏龜
514,ワニ,わに,8,わ,兩棲類,鱷魚
515,カエル,かえる,8,か,兩棲類,青蛙
516,虫,むし,9,む,昆蟲,蟲
517,蝶,ちょう,9,ち,昆蟲,蝴蝶
518,蜂,はち,9,は,昆蟲,蜜蜂
519,蚊,か,9,か,昆蟲,蚊子
520,蟻,あり,9,あ,昆蟲,螞蟻
521,蜘蛛,くも,9,く,昆蟲,蜘蛛
522,魚,さかな,10,さ,水生動物,魚
523,鮫,さめ,10,さ,水生動物,鯊魚
524,鯨,くじら,10,く,水生動物,鯨魚
525,イルカ,いるか,10,い,水生動物,海豚
526,蟹,かに,10,か,水生動物,螃蟹
527,海老,えび,10,え,水生動物,蝦
528,貝,かい,10,か,水生動物,貝類
529,たこ,たこ,10,た,水生動物,章魚
530,いか,いか,10,い,水生動物,烏賊
531,町 / 街,まち,11,ま,場所,城鎮、街道
532,市,し,11,し,場所,市（如「東京都」）
533,村,むら,11,む,場所,村莊
534,家,いえ / うち,11,い,場所,家（建築物 / 家庭）
535,建物,たてもの,11,た,場所,建築物
536,部屋,へや,11,へ,場所,房間
537,玄関,げんかん,11,げ,場所,玄關
538,台所,だいどころ,11,だ,場所,廚房
539,トイレ,といれ,11,と,場所,廁所
540,風呂,ふろ,11,ふ,場所,浴室、澡堂
541,ベランダ,べらんだ,11,べ,場所,陽台
542,学校,がっこう,12,が,設施,學校
543,大学,だいがく,12,だ,設施,大學
544,幼稚園,ようちえん,12,よ,設施,幼稚園
545,図書館,としょかん,12,と,設施,圖書館
546,病院,びょういん,12,び,設施,醫院
547,薬局,やっきょく,12,や,設施,藥局
548,郵便局,ゆうびんきょく,12,ゆ,設施,郵局
549,銀行,ぎんこう,12,ぎ,設施,銀行
550,市役所,しやくしょ,12,し,設施,市政府
551,交番,こうばん,12,こ,設施,派出所（小型警察局）
552,警察署,けいさつしょ,12,け,設施,警察局
553,消防署,しょうぼうしょ,12,し,設施,消防局
554,美術館,びじゅつかん,12,び,設施,美術館
555,博物館,はくぶつかん,12,は,設施,博物館
556,映画館,えいがかん,12,え,設施,電影院
557,神社,じんじゃ,12,じ,設施,神社（日本神道）
558,寺,てら,12,て,設施,寺廟（佛教）
559,教会,きょうかい,12,き,設施,教堂
560,店,みせ,13,み,商業場所,商店
561,スーパー,すーぱー,13,す,商業場所,超級市場
562,デパート,でぱーと,13,で,商業場所,百貨公司
563,レストラン,れすとらん,13,れ,商業場所,餐廳
564,喫茶店,きっさてん,13,き,商業場所,咖啡店
565,パン屋,ぱんや,13,ぱ,商業場所,麵包店
566,本屋,ほんや,13,ほ,商業場所,書店
567,花屋,はなや,13,は,商業場所,花店
568,八百屋,やおや,13,や,商業場所,蔬菜水果店
569,肉屋,にくや,13,に,商業場所,肉店
570,映画館,えいがかん,13,え,商業場所,電影院
571,動物園,どうぶつえん,13,ど,商業場所,動物園
572,遊園地,ゆうえんち,13,ゆ,商業場所,遊樂園
573,駅,えき,14,え,交通,車站
574,バス停,ばすてい,14,ば,交通,公車站
575,飛行場,ひこうじょう,14,ひ,交通,飛機場（小型）
576,空港,くうこう,14,く,交通,機場（國際）
577,港,みなと,14,み,交通,港口
578,道,みち,14,み,交通,道路
579,交差点,こうさてん,14,こ,交通,十字路口
580,橋,はし,14,は,交通,橋樑
581,公園,こうえん,15,こ,自然,公園
582,山,やま,15,や,自然,山
583,川,かわ,15,か,自然,河川
584,湖,みずうみ,15,み,自然,湖泊
585,海,うみ,15,う,自然,海洋
586,島,しま,15,し,自然,島嶼
587,森,もり,15,も,自然,森林
588,林,はやし,15,は,自然,樹林
589,田,た,15,た,自然,農田
590,畑,はたけ,15,は,自然,農地（非水田）
591,学校,がっこう,11,が,場所,學校
592,小学校,しょうがっこう,11,し,場所,小學
593,中学校,ちゅうがっこう,11,ち,場所,國中
594,高校,こうこう,11,こ,場所,高中
595,大学,だいがく,11,だ,場所,大學
596,図書館,としょかん,11,と,場所,圖書館
597,会社,かいしゃ,11,か,場所,公司
598,病院,びょういん,11,び,場所,醫院
599,薬局,やっきょく,11,や,場所,藥局
600,郵便局,ゆうびんきょく,11,ゆ,場所,郵局
601,駅,えき,11,え,場所,車站
602,空港,くうこう,11,く,場所,機場
603,バス停,バスてい,11,バ,場所,公車站
604,道,みち,11,み,場所,道路
605,交差点,こうさてん,11,こ,場所,十字路口
606,コンビニ,コンビニ,11,コ,場所,便利商店
607,スーパー,スーパー,11,ス,場所,超市
608,デパート,デパート,11,デ,場所,百貨公司
609,レストラン,レストラン,11,レ,場所,餐廳
610,喫茶店,きっさてん,11,き,場所,咖啡店
611,映画館,えいがかん,11,え,場所,電影院
612,美術館,びじゅつかん,11,び,場所,美術館
613,博物館,はくぶつかん,11,は,場所,博物館
614,公園,こうえん,11,こ,場所,公園
615,動物園,どうぶつえん,11,ど,場所,動物園
616,遊園地,ゆうえんち,11,ゆ,場所,遊樂園
617,神社,じんじゃ,11,じ,場所,神社
618,お寺,おてら,11,お,場所,寺廟
619,海,うみ,11,う,場所,海
620,山,やま,11,や,場所,山
621,川,かわ,11,か,場所,河川
622,一,いち,16,い,數字,一
623,二,に,16,に,數字,二
624,三,さん,16,さ,數字,三
625,四,し / よん,16,し,數字,四（し較正式，よん較常用）
626,五,ご,16,ご,數字,五
627,六,ろく,16,ろ,數字,六
628,七,しち / なな,16,し,數字,七（しち較正式，なな較常用）
629,八,はち,16,は,數字,八
630,九,きゅう / く,16,き,數字,九
631,十,じゅう,16,じ,數字,十
632,百,ひゃく,16,ひ,數字,一百
633,千,せん,16,せ,數字,一千
634,万,まん,16,ま,數字,一萬
635,～つ,～つ,17,つ,助数詞,一般物品（個數）
636,～人,～にん,17,に,助数詞,人數
637,～匹,～ひき,17,ひ,助数詞,動物（小型）
638,～頭,～とう,17,と,助数詞,動物（大型）
639,～羽,～わ,17,わ,助数詞,鳥類 & 兔子
640,～本,～ほん,17,ほ,助数詞,長型物品（筆、瓶子等）
641,～冊,～さつ,17,さ,助数詞,書本、雜誌
642,～台,～だい,17,だ,助数詞,機械、車輛
643,～枚,～まい,17,ま,助数詞,薄扁物（紙、票、盤子等）
644,～階,～かい,17,か,助数詞,樓層
645,～回,～かい,17,か,助数詞,回數
646,～歳 / ～才,～さい,17,さ,助数詞,年齡
647,～時間,～じかん,17,じ,助数詞,時間（小時）
648,～分,～ふん / ～ぷん,17,ふ,助数詞,時間（分鐘）
649,今日,きょう,18,き,日期,今天
650,明日,あした,18,あ,日期,明天
651,昨日,きのう,18,き,日期,昨天
652,一昨日,おととい,18,お,日期,前天
653,明後日,あさって,18,あ,日期,後天
654,週,しゅう,18,し,日期,週
655,月,つき / げつ,18,つ,日期,月
656,年,とし / ねん,18,と,日期,年
657,日曜日,にちようび,19,に, 一週,星期日
658,月曜日,げつようび,19,げ, 一週,星期一
659,火曜日,かようび,19,か, 一週,星期二
660,水曜日,すいようび,19,す, 一週,星期三
661,木曜日,もくようび,19,も, 一週,星期四
662,金曜日,きんようび,19,き, 一週,星期五
663,土曜日,どようび,19,ど, 一週,星期六
664,時間,じかん,20,じ,時間,小時
665,分,ふん / ぷん,20,ふ,時間,分鐘
666,秒,びょう,20,び,時間,秒
667,朝,あさ,20,あ,時間,早上
668,昼,ひる,20,ひ,時間,中午
669,夕方,ゆうがた,20,ゆ,時間,傍晚
670,夜,よる,20,よ,時間,夜晚
671,午前,ごぜん,20,ご,時間,上午
672,午後,ごご,20,ご,時間,下午
673,円,えん,21,え,金錢,日圓
674,お金,おかね,21,お,金錢,錢
675,千円,せんえん,21,せ,金錢,一千日圓
676,一万円,いちまんえん,21,い,金錢,一萬日圓
677,行く,いく,22,い,一般動作,去
678,来る,くる,22,く,一般動作,來
679,帰る,かえる,22,か,一般動作,回家、回去
680,出る,でる,22,で,一般動作,出去、離開
681,入る,はいる,22,は,一般動作,進入
682,乗る,のる,22,の,一般動作,搭乘（交通工具）
683,降りる,おりる,22,お,一般動作,下（交通工具）
684,歩く,あるく,22,あ,一般動作,走路
685,走る,はしる,22,は,一般動作,跑步
686,立つ,たつ,22,た,一般動作,站立
687,座る,すわる,22,す,一般動作,坐下
688,休む,やすむ,22,や,一般動作,休息、請假
689,働く,はたらく,22,は,一般動作,工作
690,勉強する,べんきょうする,22,べ,一般動作,學習、讀書
691,教える,おしえる,22,お,一般動作,教導、告訴
692,習う,ならう,22,な,一般動作,學習（向別人學）
693,覚える,おぼえる,22,お,一般動作,記住、背誦
694,忘れる,わすれる,22,わ,一般動作,忘記
695,見る,みる,22,み,一般動作,看（有意識地）
696,見せる,みせる,22,み,一般動作,展示、給…看
697,聞く,きく,22,き,一般動作,聽、問
698,言う,いう,22,い,一般動作,說話
699,話す,はなす,22,は,一般動作,講話、談話
700,読む,よむ,22,よ,一般動作,閱讀
701,書く,かく,22,か,一般動作,書寫
702,買う,かう,22,か,一般動作,購買
703,売る,うる,22,う,一般動作,賣出
704,使う,つかう,22,つ,一般動作,使用
705,作る,つくる,22,つ,一般動作,製作、做（料理）
706,食べる,たべる,22,た,一般動作,吃
707,飲む,のむ,22,の,一般動作,喝、吞（藥）
708,あげる,あげる,22,あ,一般動作,給予（他人）
709,もらう,もらう,22,も,一般動作,收到、得到
710,取る,とる,22,と,一般動作,拿、取得
711,開ける,あける,22,あ,一般動作,打開（門、窗等）
712,閉める,しめる,22,し,一般動作,關閉（門、窗等）
713,開く,ひらく,22,ひ,一般動作,開（書本、店）
714,閉まる,しまる,22,し,一般動作,關（自動詞）
715,置く,おく,22,お,一般動作,放置
716,持つ,もつ,22,も,一般動作,拿、擁有
717,知る,しる,22,し,一般動作,知道、認識
718,分かる,わかる,22,わ,一般動作,明白、理解
719,泳ぐ,およぐ,22,お,一般動作,游泳
720,歌う,うたう,22,う,一般動作,唱歌
721,遊ぶ,あそぶ,22,あ,一般動作,玩耍
722,住む,すむ,22,す,一般動作,住（某地）
723,生まれる,うまれる,22,う,一般動作,出生
724,死ぬ,しぬ,22,し,一般動作,死亡
725,食べる,たべる,23,た,活動動詞,吃
726,飲む,のむ,23,の,活動動詞,喝
727,見る,みる,23,み,活動動詞,看
728,聞く,きく,23,き,活動動詞,聽、問
729,話す,はなす,23,は,活動動詞,說話
730,読む,よむ,23,よ,活動動詞,閱讀
731,書く,かく,23,か,活動動詞,書寫
732,する,する,23,す,活動動詞,做
733,行く,いく,23,い,活動動詞,去
734,来る,くる,23,く,活動動詞,來
735,帰る,かえる,23,か,活動動詞,回家、回去
736,歩く,あるく,23,あ,活動動詞,走路
737,走る,はしる,23,は,活動動詞,跑步
738,立つ,たつ,23,た,活動動詞,站立
739,座る,すわる,23,す,活動動詞,坐下
740,寝る,ねる,23,ね,活動動詞,睡覺
741,起きる,おきる,23,お,活動動詞,起床
742,働く,はたらく,23,は,活動動詞,工作
743,勉強する,べんきょうする,23,べ,活動動詞,學習
744,教える,おしえる,23,お,活動動詞,教、告訴
745,習う,ならう,23,な,活動動詞,學習（跟別人學）
746,分かる,わかる,23,わ,活動動詞,懂、明白
747,買う,かう,24,か,購物動詞,買
748,売る,うる,24,う,購物動詞,賣
749,払う,はらう,24,は,購物動詞,付錢
750,借りる,かりる,24,か,購物動詞,借（入）
751,貸す,かす,24,か,購物動詞,借（出）
752,掃除する,そうじする,25,そ,家務,打掃
753,洗う,あらう,25,あ,家務,洗（手、臉、衣服等）
754,使う,つかう,25,つ,家務,使用
755,開ける,あける,25,あ,家務,打開（門、窗等）
756,閉める,しめる,25,し,家務,關閉（門、窗等）
757,消す,けす,25,け,家務,關掉（電燈、電器）、擦掉
758,つける,つける,25,つ,家務,打開（電燈、電器）
759,置く,おく,25,お,家務,放置
760,切る,きる,25,き,家務,切、剪
761,取る,とる,25,と,家務,拿取
762,遊ぶ,あそぶ,26,あ,日常動作,玩、遊玩
763,泳ぐ,およぐ,26,お,日常動作,游泳
764,入る,はいる,26,は,日常動作,進入
765,出る,でる,26,で,日常動作,出去
766,乗る,のる,26,の,日常動作,搭乘（車、船等）
767,降りる,おりる,26,お,日常動作,下車
768,待つ,まつ,26,ま,日常動作,等待
769,持つ,もつ,26,も,日常動作,持有、攜帶
770,忘れる,わすれる,26,わ,日常動作,忘記
771,思う,おもう,26,お,日常動作,想、認為
772,勉強する,べんきょうする,27,べ,學習與工作,學習、讀書
773,習う,ならう,27,な,學習與工作,學習（向別人學）
774,覚える,おぼえる,27,お,學習與工作,記住、背誦
775,忘れる,わすれる,27,わ,學習與工作,忘記
776,教える,おしえる,27,お,學習與工作,教導、告訴
777,質問する,しつもんする,27,し,學習與工作,提問
778,答える,こたえる,27,こ,學習與工作,回答
779,説明する,せつめいする,27,せ,學習與工作,說明、解釋
780,読む,よむ,27,よ,學習與工作,閱讀
781,書く,かく,27,か,學習與工作,書寫
782,見る,みる,27,み,學習與工作,看、觀看
783,聞く,きく,27,き,學習與工作,聽、詢問
784,言う,いう,27,い,學習與工作,說話
785,話す,はなす,27,は,學習與工作,講話、交談
786,練習する,れんしゅうする,27,れ,學習與工作,練習
787,見せる,みせる,27,み,學習與工作,展示、給…看
788,働く,はたらく,28,は,工作相關動詞,工作
789,仕事する,しごとする,28,し,工作相關動詞,工作（動詞用法）
790,手伝う,てつだう,28,て,工作相關動詞,幫忙、協助
791,会う,あう,28,あ,工作相關動詞,見面
792,打ち合わせする,うちあわせする,28,う,工作相關動詞,開會、商談
793,出張する,しゅっちょうする,28,し,工作相關動詞,出差
794,残業する,ざんぎょうする,28,ざ,工作相關動詞,加班
795,出る,でる,28,で,工作相關動詞,出席、參加
796,休む,やすむ,28,や,工作相關動詞,休息、請假
797,辞める,やめる,28,や,工作相關動詞,辭職、停止
798,連絡する,れんらくする,28,れ,工作相關動詞,聯絡
799,相談する,そうだんする,28,そ,工作相關動詞,商量、討論
800,決める,きめる,28,き,工作相關動詞,決定
801,準備する,じゅんびする,28,じ,工作相關動詞,準備
802,確認する,かくにんする,28,か,工作相關動詞,確認
803,好き,すき,29,す,感覺與情緒,喜歡
804,嫌い,きらい,29,き,感覺與情緒,討厭
805,楽しい,たのしい,29,た,感覺與情緒,開心、快樂
806,嬉しい,うれしい,29,う,感覺與情緒,高興
807,悲しい,かなしい,29,か,感覺與情緒,傷心、難過
808,怒る,おこる,29,お,感覺與情緒,生氣
809,寂しい,さびしい,29,さ,感覺與情緒,寂寞
810,心配する,しんぱいする,29,し,感覺與情緒,擔心
811,安心する,あんしんする,29,あ,感覺與情緒,放心
812,恥ずかしい,はずかしい,29,は,感覺與情緒,害羞、不好意思
813,疲れる,つかれる,29,つ,感覺與情緒,疲倦
814,元気,げんき,30,げ,身體狀態,有精神、健康
815,病気,びょうき,30,び,身體狀態,生病
816,熱い,あつい,30,あ,身體狀態,發燒、燙
817,風邪をひく,かぜをひく,30,か,身體狀態,感冒
818,気分,きぶん,30,き,身體狀態,心情、身體狀況
819,頭が痛い,あたまがいたい,30,あ,身體狀態,頭痛
820,お腹が痛い,おなかがいたい,30,お,身體狀態,肚子痛
821,眠い,ねむい,30,ね,身體狀態,想睡
822,のどが渇く,のどがかわく,30,の,身體狀態,口渴
823,お腹が空く,おなかがすく,30,お,身體狀態,肚子餓
824,静か,しずか,31,し,氣氛和狀態,安靜
825,にぎやか,にぎやか,31,に,氣氛和狀態,熱鬧
826,暑い,あつい,31,あ,氣氛和狀態,炎熱
827,寒い,さむい,31,さ,氣氛和狀態,寒冷
828,明るい,あかるい,31,あ,氣氛和狀態,明亮、開朗
829,暗い,くらい,31,く,氣氛和狀態,黑暗、陰沉
830,簡単,かんたん,31,か,氣氛和狀態,簡單
831,難しい,むずかしい,31,む,氣氛和狀態,困難
832,いい / 良い,いい / よい,32,い,評價,好的
833,悪い,わるい,32,わ,評價,壞的、不好的
834,美しい,うつくしい,32,う,評價,美麗的
835,きれい,きれい,32,き,評價,乾淨、美麗
836,おいしい,おいしい,32,お,評價,好吃
837,まずい,まずい,32,ま,評價,難吃
838,高い,たかい,32,た,評價,高的、貴的
839,安い,やすい,32,や,評價,便宜的
840,広い,ひろい,32,ひ,評價,寬廣的
841,狭い,せまい,32,せ,評價,狹窄的
842,大きい,おおきい,33,お,い形容詞,大的
843,小さい,ちいさい,33,ち,い形容詞,小的
844,長い,ながい,33,な,い形容詞,長的
845,短い,みじかい,33,み,い形容詞,短的
846,広い,ひろい,33,ひ,い形容詞,寬的、廣的
847,狭い,せまい,33,せ,い形容詞,狹窄的
848,高い,たかい,33,た,い形容詞,高的、貴的
849,低い,ひくい,33,ひ,い形容詞,低的、矮的
850,安い,やすい,33,や,い形容詞,便宜的
851,新しい,あたらしい,33,あ,い形容詞,新的
852,古い,ふるい,33,ふ,い形容詞,舊的
853,暑い,あつい,33,あ,い形容詞,炎熱的（天氣）
854,寒い,さむい,33,さ,い形容詞,寒冷的（天氣）
855,熱い,あつい,33,あ,い形容詞,燙的（物品）
856,冷たい,つめたい,33,つ,い形容詞,冷的（物品、人）
857,明るい,あかるい,33,あ,い形容詞,明亮的、開朗的
858,暗い,くらい,33,く,い形容詞,昏暗的、陰沉的
859,速い / 早い,はやい,33,は,い形容詞,快的 / 早的
860,遅い,おそい,33,お,い形容詞,慢的、晚的
861,強い,つよい,33,つ,い形容詞,強的、強壯的
862,弱い,よわい,33,よ,い形容詞,弱的、虛弱的
863,美しい,うつくしい,33,う,い形容詞,美麗的
864,忙しい,いそがしい,33,い,い形容詞,忙碌的
865,楽しい,たのしい,33,た,い形容詞,快樂的、開心的
866,面白い,おもしろい,33,お,い形容詞,有趣的、有意思的
867,つまらない,つまらない,33,つ,い形容詞,無聊的、沒趣的
868,甘い,あまい,33,あ,い形容詞,甜的
869,辛い,からい,33,か,い形容詞,辣的
870,苦い,にがい,33,に,い形容詞,苦的
871,しょっぱい / 塩辛い,しょっぱい / しおからい,33,し,い形容詞,鹹的
872,酸っぱい,すっぱい,33,す,い形容詞,酸的
873,美味しい,おいしい,33,お,い形容詞,好吃的
874,まずい,まずい,33,ま,い形容詞,難吃的
875,優しい,やさしい,33,や,い形容詞,溫柔的、親切的
876,厳しい,きびしい,33,き,い形容詞,嚴格的
877,若い,わかい,33,わ,い形容詞,年輕的
878,正しい,ただしい,33,た,い形容詞,正確的
879,難しい,むずかしい,33,む,い形容詞,困難的
880,簡単,かんたん,33,か,い形容詞,簡單的
881,痛い,いたい,33,い,い形容詞,痛的
882,きれい,きれい,34,き,な形容詞,漂亮的、乾淨的
883,静か,しずか,34,し,な形容詞,安靜的
884,賑やか,にぎやか,34,に,な形容詞,熱鬧的
885,有名,ゆうめい,34,ゆ,な形容詞,有名的
886,元気,げんき,34,げ,な形容詞,有精神的、健康的
887,親切,しんせつ,34,し,な形容詞,親切的
888,便利,べんり,34,べ,な形容詞,方便的
889,不便,ふべん,34,ふ,な形容詞,不方便的
890,簡単,かんたん,34,か,な形容詞,簡單的
891,大変,たいへん,34,た,な形容詞,很辛苦的、嚴重的
892,大好き,だいすき,34,だ,な形容詞,非常喜歡的
893,大嫌い,だいきらい,34,だ,な形容詞,非常討厭的
894,重要,じゅうよう,34,じ,な形容詞,重要的
895,特別,とくべつ,34,と,な形容詞,特別的
896,いろいろ,いろいろ,34,い,な形容詞,各種各樣的
897,上手,じょうず,34,じ,な形容詞,擅長的
898,下手,へた,34,へ,な形容詞,不擅長的
899,知らない,しらない,34,し,な形容詞,不知道的（這是個例外，形態上像い形容詞）
900,いつも,いつも,35,い,頻率副詞,總是、經常
901,よく,よく,35,よ,頻率副詞,經常、常常
902,たいてい,たいてい,35,た,頻率副詞,大多、通常
903,ときどき,ときどき,35,と,頻率副詞,有時候
904,たまに,たまに,35,た,頻率副詞,偶爾
905,あまり,あまり,35,あ,頻率副詞,不太（與否定一起用）
906,ほとんど,ほとんど,35,ほ,頻率副詞,幾乎不（與否定一起用）
907,全然,ぜんぜん,35,ぜ,頻率副詞,完全不（與否定一起用）
908,とても,とても,36,と,程度副詞,非常、很
909,すごく,すごく,36,す,程度副詞,超級、非常
910,かなり,かなり,36,か,程度副詞,相當
911,まあまあ,まあまあ,36,ま,程度副詞,還可以、普普通通
912,もっと,もっと,36,も,程度副詞,更多、更進一步
913,少し,すこし,36,す,程度副詞,一點點
914,ちょっと,ちょっと,36,ち,程度副詞,一點點（較口語）
915,全部,ぜんぶ,36,ぜ,程度副詞,全部
916,たくさん,たくさん,36,た,程度副詞,很多
917,もう,もう,37,も,時間副詞,已經
918,まだ,まだ,37,ま,時間副詞,還（沒）
919,すぐ,すぐ,37,す,時間副詞,馬上、立刻
920,そろそろ,そろそろ,37,そ,時間副詞,差不多該…了
921,最近,さいきん,37,さ,時間副詞,最近
922,このごろ,このごろ,37,こ,時間副詞,最近、這陣子
923,今,いま,37,い,時間副詞,現在
924,さっき,さっき,37,さ,時間副詞,剛才、剛剛
925,すでに,すでに,37,す,時間副詞,已經（較正式）
926,まず,まず,38,ま,先後順序,首先
927,次に,つぎに,38,つ,先後順序,接著、然後
928,それから,それから,38,そ,先後順序,之後、然後
929,最後に,さいごに,38,さ,先後順序,最後
930,私,わたし,39,わ,人稱代名詞,我（正式、男女皆可用）
931,僕,ぼく,39,ぼ,人稱代名詞,我（男性常用，較溫和）
932,俺,おれ,39,お,人稱代名詞,我（男性用，較隨意、粗魯）
933,あなた,あなた,39,あ,人稱代名詞,你
934,君,きみ,39,き,人稱代名詞,你（較親密、對晚輩）
935,お前,おまえ,39,お,人稱代名詞,你（較粗魯、男性用）
936,彼,かれ,39,か,人稱代名詞,他、男朋友
937,彼女,かのじょ,39,か,人稱代名詞,她、女朋友
938,私たち,わたしたち,39,わ,人稱代名詞,我們
939,僕たち / 僕ら,ぼくたち / ぼくら,39,ぼ,人稱代名詞,我們（男性）
940,俺たち,おれたち,39,お,人稱代名詞,我們（男性）
941,あなたたち,あなたたち,39,あ,人稱代名詞,你們
942,君たち,きみたち,39,き,人稱代名詞,你們（較親近）
943,皆さん,みなさん,39,み,人稱代名詞,各位、大家
944,皆,みんな,39,み,人稱代名詞,大家
945,這個（近我）,これ,40,こ,事物和方向,這個（事物）
946,那個（近對方）,それ,40,そ,事物和方向,那個（事物）
947,那個（遠離雙方）,あれ,40,あ,事物和方向,那個（事物）
948,哪個（疑問）,どれ,40,ど,事物和方向,哪個（事物）
949,這樣（近我）,こう,40,こ,事物和方向,這樣
950,那樣（近對方）,そう,40,そ,事物和方向,那樣
951,那樣（遠離雙方）,ああ,40,あ,事物和方向,那樣
952,怎樣（疑問）,どう,40,ど,事物和方向,怎樣
953,這邊（近我）,こちら / こっち,40,こ,事物和方向,這邊（方向、人）
954,那邊（近對方）,そちら / そっち,40,そ,事物和方向,那邊（方向、人）
955,那邊（遠離雙方）,あちら / あっち,40,あ,事物和方向,那邊（方向、人）
956,哪邊（疑問）,どちら / どっち,40,ど,事物和方向,哪邊（方向、人）
957,何,なに / なん,41,な,疑問代名詞,什麼
